Best model: model_fold_0_epoch_41
true_label, pred_label, file_name
1,0,Joanna/Joanna_28.wav
1,0,Joey/Joey_19.wav
1,1,B/B_3.wav
0,0,Joey/Joey_1.wav
1,1,E/E_6.wav
1,1,J/J_26.wav
1,1,Joey/Joey_5.wav
1,1,H/H_9.wav
1,1,J/J_6.wav
0,0,E/E_25.wav
1,0,Kendra/Kendra_16.wav
0,0,Joanna/Joanna_15.wav
1,0,J/J_16.wav
0,1,H/H_3.wav
1,0,Joanna/Joanna_2.wav
0,0,H/H_13.wav
1,0,B/B_28.wav
1,0,Kendra/Kendra_23.wav
1,0,H/H_26.wav
1,0,Joey/Joey_21.wav
0,1,H/H_24.wav
0,0,B/B_32.wav
0,0,Kevin/Kevin_10.wav
1,1,Joanna/Joanna_34.wav
1,1,E/E_18.wav
1,1,Kendra/Kendra_5.wav
0,1,E/E_20.wav
1,1,Kendra/Kendra_29.wav
0,0,Joey/Joey_31.wav
0,0,Joey/Joey_25.wav
1,1,Kendra/Kendra_31.wav
1,0,J/J_12.wav
1,1,Kendra/Kendra_7.wav
0,0,Joanna/Joanna_19.wav
1,1,Kendra/Kendra_4.wav
0,1,H/H_35.wav
0,0,Joanna/Joanna_16.wav
0,1,B/B_11.wav
0,0,E/E_19.wav
0,1,J/J_13.wav
0,0,Kendra/Kendra_13.wav
0,1,J/J_22.wav
1,1,J/J_34.wav
0,0,Joey/Joey_2.wav
0,0,E/E_11.wav
1,0,Kendra/Kendra_25.wav
1,1,Joanna/Joanna_5.wav
1,1,E/E_9.wav
1,0,Joey/Joey_7.wav
0,0,B/B_13.wav
0,0,J/J_8.wav
1,0,H/H_12.wav
0,0,B/B_20.wav
1,0,H/H_30.wav
1,1,Joey/Joey_28.wav
1,1,Kevin/Kevin_14.wav
1,1,Joanna/Joanna_24.wav
