Best model: model_fold_3_epoch_41
true_label, pred_label, file_name
0,0,E/E_19.wav
0,0,H/H_25.wav
0,0,E/E_9.wav
1,0,H/H_21.wav
1,0,H/H_33.wav
1,1,Joanna/Joanna_2.wav
0,0,B/B_2.wav
1,1,J/J_34.wav
0,0,Kendra/Kendra_34.wav
0,0,B/B_3.wav
1,1,Kevin/Kevin_32.wav
1,0,Joanna/Joanna_33.wav
1,0,Joanna/Joanna_15.wav
1,0,Joey/Joey_13.wav
0,0,Kevin/Kevin_5.wav
0,0,H/H_35.wav
0,0,H/H_17.wav
1,0,H/H_32.wav
0,0,Joey/Joey_35.wav
1,0,Joanna/Joanna_35.wav
0,0,Kendra/Kendra_12.wav
1,0,E/E_10.wav
0,0,E/E_25.wav
1,0,Joanna/Joanna_22.wav
0,0,Joey/Joey_27.wav
1,1,Joanna/Joanna_5.wav
1,1,Kevin/Kevin_26.wav
0,0,H/H_15.wav
1,1,J/J_26.wav
1,0,H/H_23.wav
1,0,J/J_12.wav
0,0,Kendra/Kendra_30.wav
1,0,Joanna/Joanna_6.wav
1,1,Kevin/Kevin_19.wav
0,0,Kendra/Kendra_2.wav
1,1,H/H_10.wav
1,1,Kevin/Kevin_25.wav
0,0,E/E_21.wav
0,0,E/E_8.wav
1,1,Joanna/Joanna_27.wav
0,1,H/H_13.wav
1,1,J/J_11.wav
1,1,Kevin/Kevin_9.wav
0,0,E/E_26.wav
0,0,Kendra/Kendra_23.wav
1,1,Joanna/Joanna_21.wav
1,0,Joanna/Joanna_32.wav
0,0,B/B_18.wav
0,0,Kevin/Kevin_23.wav
0,1,H/H_27.wav
0,0,Joey/Joey_11.wav
1,0,H/H_5.wav
1,1,Kevin/Kevin_1.wav
1,1,Joanna/Joanna_11.wav
1,1,Kevin/Kevin_18.wav
1,0,J/J_25.wav
1,0,J/J_18.wav
