Best model: model_fold_1_epoch_2
true_label, pred_label, file_name
0,1,H/H_26.wav
0,0,Joey/Joey_36.wav
0,0,E/E_29.wav
0,0,Kendra/Kendra_1.wav
1,0,Joey/Joey_21.wav
0,0,E/E_14.wav
0,1,B/B_24.wav
0,1,B/B_2.wav
1,0,B/B_8.wav
1,1,Joanna/Joanna_27.wav
0,0,B/B_34.wav
1,1,Joanna/Joanna_14.wav
1,1,Kevin/Kevin_17.wav
1,1,Kevin/Kevin_9.wav
0,0,E/E_18.wav
1,1,J/J_30.wav
0,0,E/E_25.wav
1,1,Kevin/Kevin_18.wav
0,1,H/H_16.wav
0,1,H/H_35.wav
1,1,J/J_25.wav
1,1,Kevin/Kevin_27.wav
1,0,Kendra/Kendra_25.wav
1,1,Joanna/Joanna_33.wav
1,1,H/H_32.wav
1,1,Joanna/Joanna_19.wav
1,1,Joanna/Joanna_34.wav
1,1,H/H_22.wav
1,1,J/J_36.wav
0,0,Joey/Joey_34.wav
1,1,Kevin/Kevin_12.wav
0,1,B/B_21.wav
1,0,E/E_11.wav
0,0,E/E_20.wav
1,0,B/B_15.wav
0,0,B/B_19.wav
1,1,Joanna/Joanna_21.wav
1,1,Kevin/Kevin_26.wav
0,0,Kendra/Kendra_14.wav
0,0,Joey/Joey_32.wav
1,0,Kendra/Kendra_7.wav
0,1,H/H_15.wav
1,1,Joanna/Joanna_26.wav
1,1,Kevin/Kevin_29.wav
1,1,H/H_5.wav
1,0,Joey/Joey_28.wav
1,1,Joanna/Joanna_28.wav
1,1,Kevin/Kevin_15.wav
0,0,Joey/Joey_24.wav
1,0,Joey/Joey_16.wav
0,1,B/B_3.wav
1,1,Kevin/Kevin_31.wav
0,0,Kendra/Kendra_17.wav
1,1,Joanna/Joanna_31.wav
0,0,Kendra/Kendra_18.wav
0,1,H/H_1.wav
0,0,Joey/Joey_7.wav
