Best model: model_fold_2_epoch_29
true_label, pred_label, file_name
1,0,B/B_1.wav
1,1,Joanna/Joanna_33.wav
1,1,Joey/Joey_9.wav
1,1,Kendra/Kendra_3.wav
0,0,Joanna/Joanna_27.wav
1,1,Joanna/Joanna_35.wav
0,1,B/B_10.wav
1,1,Kevin/Kevin_28.wav
0,1,H/H_21.wav
0,1,Joanna/Joanna_25.wav
1,1,Joanna/Joanna_22.wav
1,1,B/B_36.wav
0,1,Kendra/Kendra_15.wav
1,1,Joey/Joey_29.wav
0,1,E/E_28.wav
1,1,Joanna/Joanna_32.wav
1,1,Joanna/Joanna_12.wav
1,1,Joey/Joey_8.wav
1,1,Joey/Joey_24.wav
1,1,Kendra/Kendra_22.wav
1,1,E/E_5.wav
1,1,E/E_24.wav
1,1,J/J_36.wav
0,1,B/B_15.wav
0,1,B/B_31.wav
0,0,B/B_16.wav
0,1,Joey/Joey_27.wav
1,1,Kendra/Kendra_8.wav
0,1,H/H_1.wav
0,1,Joanna/Joanna_18.wav
1,1,E/E_33.wav
0,1,Joey/Joey_3.wav
1,1,H/H_4.wav
0,1,J/J_15.wav
1,1,Joey/Joey_13.wav
1,1,Kendra/Kendra_26.wav
0,1,J/J_9.wav
1,1,Kevin/Kevin_2.wav
0,1,H/H_16.wav
1,1,Kendra/Kendra_18.wav
1,1,E/E_14.wav
1,1,Joey/Joey_34.wav
0,1,E/E_30.wav
1,1,Kevin/Kevin_8.wav
0,1,J/J_24.wav
0,1,Kevin/Kevin_11.wav
1,1,J/J_21.wav
0,1,H/H_36.wav
0,1,Kevin/Kevin_24.wav
1,1,Kendra/Kendra_10.wav
0,1,Kevin/Kevin_34.wav
1,1,Joanna/Joanna_10.wav
1,1,E/E_8.wav
1,1,J/J_11.wav
1,1,Kevin/Kevin_19.wav
1,1,Joanna/Joanna_1.wav
0,1,Kevin/Kevin_5.wav
