Best model: model_fold_0_epoch_11
true_label, pred_label, file_name
0,0,E/E_6.wav
1,0,J/J_11.wav
1,0,Kendra/Kendra_8.wav
0,0,Kendra/Kendra_31.wav
0,0,Kendra/Kendra_13.wav
1,1,Joanna/Joanna_6.wav
0,0,Joey/Joey_11.wav
0,0,J/J_4.wav
1,0,H/H_31.wav
0,0,Joey/Joey_33.wav
0,0,H/H_3.wav
0,0,Joey/Joey_1.wav
0,0,E/E_21.wav
1,0,Kevin/Kevin_19.wav
0,0,J/J_13.wav
1,0,B/B_9.wav
0,0,Joey/Joey_26.wav
0,0,Kendra/Kendra_5.wav
0,0,Kevin/Kevin_5.wav
0,0,Joanna/Joanna_17.wav
0,0,E/E_5.wav
0,0,E/E_33.wav
0,0,Kevin/Kevin_23.wav
1,0,Joey/Joey_19.wav
1,0,Joanna/Joanna_3.wav
1,0,Kevin/Kevin_3.wav
1,0,Joanna/Joanna_36.wav
1,1,Joanna/Joanna_30.wav
1,0,H/H_33.wav
0,0,Joey/Joey_4.wav
1,0,J/J_2.wav
0,0,H/H_9.wav
1,0,B/B_11.wav
0,0,Kendra/Kendra_3.wav
0,0,Kendra/Kendra_24.wav
0,0,Kendra/Kendra_21.wav
1,0,H/H_20.wav
1,0,H/H_28.wav
0,0,Kendra/Kendra_29.wav
1,0,J/J_35.wav
1,1,Kevin/Kevin_33.wav
1,0,Joey/Joey_20.wav
1,0,Kevin/Kevin_7.wav
0,0,B/B_16.wav
0,0,Kendra/Kendra_4.wav
0,0,H/H_8.wav
1,1,Joanna/Joanna_10.wav
0,0,Joey/Joey_6.wav
1,0,J/J_26.wav
0,0,H/H_13.wav
1,0,J/J_33.wav
1,0,Joanna/Joanna_15.wav
0,0,Joey/Joey_31.wav
0,0,Joey/Joey_27.wav
0,0,Kendra/Kendra_36.wav
0,0,Kendra/Kendra_20.wav
1,1,Kevin/Kevin_1.wav
