Best model: model_fold_0_epoch_47
true_label, pred_label, file_name
1,0,H/H_30.wav
1,0,H/H_28.wav
0,0,B/B_20.wav
0,0,B/B_19.wav
0,0,E/E_31.wav
0,1,H/H_36.wav
0,0,E/E_6.wav
0,0,Kendra/Kendra_22.wav
0,1,H/H_7.wav
1,1,J/J_10.wav
0,0,B/B_4.wav
1,1,J/J_30.wav
0,0,E/E_13.wav
0,1,J/J_22.wav
1,1,H/H_12.wav
1,1,Joanna/Joanna_10.wav
1,1,J/J_2.wav
0,1,Joey/Joey_2.wav
0,0,Joey/Joey_7.wav
0,0,E/E_18.wav
1,1,Kevin/Kevin_7.wav
0,0,Joey/Joey_22.wav
0,1,Joey/Joey_32.wav
1,1,H/H_24.wav
0,0,Kendra/Kendra_13.wav
1,0,B/B_7.wav
1,1,J/J_29.wav
1,1,J/J_32.wav
0,1,H/H_3.wav
0,0,Joey/Joey_24.wav
1,0,Joey/Joey_14.wav
0,0,Kendra/Kendra_6.wav
1,1,Kevin/Kevin_33.wav
0,1,Kevin/Kevin_22.wav
0,0,B/B_36.wav
1,1,Joanna/Joanna_24.wav
0,0,Joey/Joey_33.wav
1,1,B/B_31.wav
0,1,B/B_24.wav
1,1,Joey/Joey_19.wav
1,1,J/J_17.wav
0,1,Joey/Joey_26.wav
1,1,Joanna/Joanna_3.wav
0,0,E/E_28.wav
1,1,J/J_36.wav
1,1,Kevin/Kevin_20.wav
0,0,Kendra/Kendra_32.wav
0,1,Kevin/Kevin_24.wav
0,0,B/B_1.wav
0,1,Kevin/Kevin_4.wav
1,1,J/J_7.wav
1,0,B/B_33.wav
0,1,B/B_28.wav
0,1,J/J_23.wav
1,1,B/B_13.wav
1,1,Joanna/Joanna_13.wav
0,0,B/B_6.wav
