Best model: model_fold_2_epoch_5
true_label, pred_label, file_name
1,0,Kendra/Kendra_7.wav
0,1,Kevin/Kevin_6.wav
1,1,Kevin/Kevin_29.wav
0,1,J/J_13.wav
1,0,Joanna/Joanna_1.wav
1,0,Joey/Joey_30.wav
0,0,Kendra/Kendra_15.wav
0,0,J/J_5.wav
1,1,Kevin/Kevin_16.wav
0,0,Kendra/Kendra_21.wav
0,0,E/E_33.wav
0,0,Joey/Joey_6.wav
0,0,Kendra/Kendra_31.wav
1,1,Kevin/Kevin_36.wav
1,0,H/H_29.wav
0,0,J/J_19.wav
1,1,Kevin/Kevin_11.wav
1,0,Joey/Joey_16.wav
0,0,Kendra/Kendra_10.wav
1,1,J/J_33.wav
0,0,Kendra/Kendra_1.wav
1,1,Joanna/Joanna_36.wav
0,0,Kendra/Kendra_14.wav
1,0,H/H_20.wav
0,0,Kendra/Kendra_5.wav
1,0,Joanna/Joanna_26.wav
0,0,B/B_21.wav
1,0,H/H_4.wav
0,0,E/E_16.wav
0,0,E/E_23.wav
1,1,Joanna/Joanna_4.wav
1,0,J/J_16.wav
1,0,H/H_11.wav
1,0,Kendra/Kendra_8.wav
1,0,E/E_11.wav
1,0,Kendra/Kendra_26.wav
1,0,Joey/Joey_15.wav
0,0,B/B_34.wav
0,0,Joanna/Joanna_17.wav
0,0,Joanna/Joanna_7.wav
0,0,Joey/Joey_8.wav
1,0,Joey/Joey_20.wav
0,0,Joey/Joey_12.wav
1,0,Joey/Joey_21.wav
0,1,Joanna/Joanna_16.wav
1,1,Kevin/Kevin_27.wav
0,1,J/J_24.wav
0,0,H/H_16.wav
0,0,Kendra/Kendra_29.wav
1,1,Kevin/Kevin_28.wav
1,1,J/J_35.wav
1,0,H/H_6.wav
0,0,E/E_15.wav
1,1,Kevin/Kevin_15.wav
0,0,J/J_20.wav
1,0,B/B_11.wav
0,0,Joey/Joey_36.wav
