Best model: model_fold_3_epoch_14
true_label, pred_label, file_name
1,1,J/J_3.wav
1,1,J/J_29.wav
1,1,B/B_9.wav
1,1,J/J_1.wav
1,1,Kendra/Kendra_17.wav
0,1,H/H_18.wav
1,1,Kendra/Kendra_21.wav
1,1,H/H_31.wav
1,1,Kevin/Kevin_26.wav
1,1,J/J_25.wav
0,1,Kevin/Kevin_6.wav
1,1,Kevin/Kevin_15.wav
1,1,Joanna/Joanna_4.wav
0,0,Joanna/Joanna_20.wav
0,1,H/H_23.wav
0,1,Kevin/Kevin_35.wav
1,1,E/E_36.wav
1,1,Joey/Joey_15.wav
0,1,Kevin/Kevin_12.wav
0,1,B/B_19.wav
0,1,E/E_21.wav
1,1,Joey/Joey_22.wav
1,1,Kendra/Kendra_33.wav
0,1,Kendra/Kendra_34.wav
1,1,Kendra/Kendra_2.wav
1,0,Joey/Joey_23.wav
0,1,Kevin/Kevin_23.wav
1,1,H/H_27.wav
1,1,J/J_27.wav
0,1,E/E_29.wav
1,1,H/H_11.wav
1,1,E/E_31.wav
0,1,H/H_20.wav
1,1,Joey/Joey_14.wav
1,1,J/J_5.wav
1,1,Kevin/Kevin_32.wav
1,1,E/E_17.wav
0,1,E/E_27.wav
0,0,Joey/Joey_16.wav
1,1,Kendra/Kendra_11.wav
0,0,B/B_12.wav
1,1,Kendra/Kendra_19.wav
1,1,B/B_29.wav
0,1,E/E_26.wav
0,0,Joey/Joey_26.wav
1,1,Kendra/Kendra_28.wav
1,1,Joey/Joey_36.wav
0,1,H/H_34.wav
1,1,J/J_28.wav
0,1,H/H_19.wav
1,1,Kevin/Kevin_29.wav
1,1,J/J_19.wav
1,1,E/E_15.wav
0,1,Joey/Joey_11.wav
1,1,Joey/Joey_4.wav
0,1,Kevin/Kevin_16.wav
0,1,Joey/Joey_32.wav
