Best model: model_fold_1_epoch_1
true_label, pred_label, file_name
0,1,J/J_23.wav
1,1,E/E_32.wav
1,1,Kendra/Kendra_1.wav
1,1,J/J_17.wav
0,1,E/E_12.wav
0,1,Joey/Joey_12.wav
0,1,B/B_33.wav
1,1,E/E_35.wav
1,1,Joanna/Joanna_9.wav
1,1,E/E_7.wav
1,1,J/J_2.wav
1,1,Joanna/Joanna_30.wav
0,1,Joanna/Joanna_14.wav
1,1,Kevin/Kevin_1.wav
0,1,E/E_10.wav
1,1,H/H_28.wav
0,1,B/B_18.wav
1,1,J/J_31.wav
1,1,E/E_22.wav
1,1,B/B_5.wav
0,1,B/B_14.wav
0,1,Kendra/Kendra_14.wav
1,1,E/E_3.wav
1,1,B/B_35.wav
1,1,Kendra/Kendra_20.wav
1,1,Kendra/Kendra_30.wav
0,1,H/H_15.wav
1,1,E/E_13.wav
1,1,Joanna/Joanna_7.wav
1,1,E/E_2.wav
1,1,Kendra/Kendra_9.wav
1,1,Kevin/Kevin_33.wav
0,1,B/B_21.wav
1,1,B/B_30.wav
1,1,H/H_8.wav
1,1,B/B_6.wav
1,1,H/H_32.wav
1,1,Kendra/Kendra_24.wav
0,1,Kendra/Kendra_36.wav
1,1,E/E_23.wav
0,1,Joanna/Joanna_26.wav
1,1,Joey/Joey_35.wav
0,1,Kevin/Kevin_17.wav
0,1,Joanna/Joanna_13.wav
1,1,E/E_16.wav
1,1,B/B_8.wav
1,1,B/B_34.wav
0,1,J/J_14.wav
1,1,J/J_4.wav
1,1,J/J_35.wav
1,1,H/H_10.wav
1,1,Kevin/Kevin_21.wav
1,1,B/B_7.wav
1,1,H/H_25.wav
0,1,H/H_22.wav
0,1,B/B_17.wav
0,1,J/J_7.wav
