Best model: model_fold_3_epoch_1
true_label, pred_label, file_name
1,1,J/J_10.wav
0,0,Kendra/Kendra_30.wav
1,1,Kevin/Kevin_12.wav
1,0,H/H_33.wav
1,1,Kevin/Kevin_26.wav
0,0,E/E_14.wav
1,0,Joanna/Joanna_1.wav
0,0,E/E_4.wav
0,0,Kendra/Kendra_17.wav
0,0,Joey/Joey_27.wav
0,0,B/B_24.wav
1,0,Joanna/Joanna_26.wav
1,1,Kevin/Kevin_2.wav
1,0,Kendra/Kendra_25.wav
1,0,Kevin/Kevin_30.wav
1,0,Joanna/Joanna_2.wav
1,0,Joey/Joey_14.wav
1,0,J/J_33.wav
1,0,E/E_12.wav
1,1,H/H_19.wav
0,0,Kendra/Kendra_29.wav
0,0,Kendra/Kendra_3.wav
1,1,J/J_29.wav
0,0,H/H_16.wav
1,0,Joanna/Joanna_6.wav
0,0,H/H_18.wav
1,0,Kevin/Kevin_1.wav
1,1,Kevin/Kevin_28.wav
1,0,Joey/Joey_28.wav
0,0,E/E_28.wav
1,1,Kevin/Kevin_36.wav
1,0,Kevin/Kevin_14.wav
0,0,Joey/Joey_4.wav
0,1,Kevin/Kevin_4.wav
0,0,Kendra/Kendra_19.wav
0,0,Kendra/Kendra_16.wav
0,0,Joey/Joey_10.wav
0,0,Joey/Joey_36.wav
1,1,Joanna/Joanna_23.wav
1,0,H/H_20.wav
0,0,E/E_20.wav
1,0,E/E_10.wav
1,0,H/H_28.wav
1,0,Joey/Joey_21.wav
0,0,Kendra/Kendra_11.wav
0,0,Kendra/Kendra_22.wav
0,0,Joey/Joey_7.wav
1,1,J/J_7.wav
0,0,Joey/Joey_22.wav
0,1,Joanna/Joanna_9.wav
0,0,B/B_4.wav
0,0,Kendra/Kendra_2.wav
1,1,J/J_12.wav
1,0,Joanna/Joanna_14.wav
1,0,Joey/Joey_18.wav
0,0,B/B_30.wav
0,0,J/J_13.wav
