Best model: model_fold_0_epoch_8
true_label, pred_label, file_name
1,0,H/H_23.wav
1,1,Kevin/Kevin_35.wav
1,1,Joanna/Joanna_5.wav
1,1,Joanna/Joanna_31.wav
1,0,J/J_2.wav
1,0,J/J_32.wav
1,1,Kevin/Kevin_33.wav
0,0,H/H_9.wav
1,0,H/H_29.wav
0,0,E/E_27.wav
0,0,B/B_22.wav
1,0,H/H_31.wav
1,1,Joanna/Joanna_11.wav
0,1,J/J_4.wav
1,1,J/J_36.wav
1,1,Kevin/Kevin_20.wav
1,0,Joey/Joey_13.wav
1,1,Joanna/Joanna_12.wav
0,1,J/J_23.wav
1,1,Kevin/Kevin_34.wav
1,1,Joanna/Joanna_28.wav
0,0,H/H_2.wav
1,1,Kevin/Kevin_21.wav
1,0,H/H_10.wav
0,0,E/E_7.wav
1,1,Kevin/Kevin_8.wav
0,0,Joey/Joey_32.wav
1,1,Joanna/Joanna_4.wav
0,0,E/E_30.wav
0,0,Kendra/Kendra_12.wav
1,1,Joanna/Joanna_15.wav
0,0,H/H_27.wav
1,0,B/B_32.wav
0,0,J/J_24.wav
0,0,E/E_33.wav
0,0,Joey/Joey_33.wav
1,0,B/B_11.wav
0,0,Joey/Joey_25.wav
0,0,Joey/Joey_23.wav
0,0,E/E_1.wav
1,0,H/H_5.wav
0,0,J/J_5.wav
0,1,Joanna/Joanna_18.wav
1,1,Joanna/Joanna_10.wav
0,0,Kendra/Kendra_33.wav
0,0,E/E_36.wav
0,1,Kevin/Kevin_5.wav
0,0,J/J_6.wav
1,1,Kevin/Kevin_15.wav
0,0,B/B_28.wav
0,1,Kevin/Kevin_6.wav
1,1,J/J_17.wav
0,0,H/H_15.wav
0,0,E/E_9.wav
0,0,J/J_15.wav
0,1,Kevin/Kevin_23.wav
1,1,Joanna/Joanna_34.wav
