Best model: model_fold_2_epoch_24
true_label, pred_label, file_name
0,0,Joey/Joey_25.wav
0,0,J/J_15.wav
0,0,Kevin/Kevin_6.wav
0,0,H/H_14.wav
0,0,Kendra/Kendra_33.wav
1,0,Kendra/Kendra_9.wav
1,0,H/H_23.wav
1,0,Joey/Joey_17.wav
1,0,J/J_10.wav
0,0,B/B_4.wav
0,0,B/B_29.wav
1,1,Kevin/Kevin_35.wav
0,0,B/B_6.wav
0,0,Kevin/Kevin_4.wav
1,0,J/J_12.wav
1,0,Joanna/Joanna_20.wav
1,1,Kevin/Kevin_14.wav
0,0,E/E_13.wav
0,0,B/B_22.wav
0,0,E/E_27.wav
1,0,Joey/Joey_29.wav
1,0,Joey/Joey_13.wav
0,0,E/E_2.wav
1,0,H/H_10.wav
0,0,Joey/Joey_2.wav
0,0,E/E_8.wav
0,0,J/J_24.wav
0,0,E/E_22.wav
1,0,J/J_3.wav
0,0,E/E_15.wav
0,0,B/B_23.wav
0,0,Joanna/Joanna_16.wav
0,0,H/H_17.wav
0,0,B/B_1.wav
1,0,Kevin/Kevin_11.wav
1,1,Kevin/Kevin_25.wav
1,0,E/E_10.wav
0,0,Joanna/Joanna_8.wav
0,0,J/J_14.wav
1,0,J/J_28.wav
1,0,H/H_11.wav
0,0,Joanna/Joanna_9.wav
0,1,Joanna/Joanna_18.wav
0,0,Kendra/Kendra_23.wav
1,0,Joanna/Joanna_13.wav
0,0,Joey/Joey_9.wav
0,0,E/E_23.wav
0,0,E/E_35.wav
0,0,Kendra/Kendra_6.wav
0,0,B/B_5.wav
1,0,J/J_18.wav
0,0,B/B_28.wav
0,0,E/E_32.wav
0,0,Kendra/Kendra_32.wav
1,0,H/H_29.wav
1,0,Joey/Joey_30.wav
1,0,J/J_32.wav
