Best model: model_fold_4_epoch_7
true_label, pred_label, file_name
0,1,Joanna/Joanna_7.wav
1,1,H/H_11.wav
1,1,Joanna/Joanna_20.wav
0,0,E/E_23.wav
0,0,E/E_18.wav
0,1,B/B_35.wav
0,1,H/H_8.wav
1,1,Kendra/Kendra_26.wav
1,1,J/J_18.wav
0,1,H/H_7.wav
0,0,Kendra/Kendra_18.wav
0,1,Kendra/Kendra_15.wav
1,1,Kevin/Kevin_16.wav
0,0,E/E_6.wav
1,1,H/H_30.wav
0,0,Kendra/Kendra_23.wav
1,1,H/H_32.wav
0,0,E/E_25.wav
1,1,Joey/Joey_15.wav
1,1,J/J_27.wav
0,0,E/E_19.wav
0,1,E/E_35.wav
1,1,J/J_31.wav
0,1,B/B_3.wav
1,1,H/H_21.wav
0,1,B/B_2.wav
1,0,Kendra/Kendra_27.wav
1,1,B/B_10.wav
0,1,H/H_25.wav
0,1,H/H_26.wav
0,1,H/H_36.wav
0,0,Kendra/Kendra_13.wav
1,1,Joanna/Joanna_35.wav
0,0,Kendra/Kendra_24.wav
0,0,Kendra/Kendra_21.wav
0,0,E/E_21.wav
0,0,Kendra/Kendra_4.wav
1,1,B/B_13.wav
0,1,Joey/Joey_5.wav
1,1,Joanna/Joanna_25.wav
0,1,Kendra/Kendra_35.wav
1,1,Joanna/Joanna_33.wav
0,1,J/J_14.wav
1,1,Joey/Joey_19.wav
1,1,Joey/Joey_29.wav
0,1,Joanna/Joanna_16.wav
0,1,H/H_1.wav
0,0,Kendra/Kendra_6.wav
1,1,Kevin/Kevin_9.wav
1,1,J/J_26.wav
1,1,B/B_33.wav
0,1,Joey/Joey_6.wav
1,1,H/H_4.wav
0,0,E/E_16.wav
1,1,Joey/Joey_17.wav
1,1,H/H_12.wav
0,1,E/E_17.wav
