Best model: model_fold_1_epoch_3
true_label, pred_label, file_name
0,0,Joey/Joey_35.wav
1,1,Kevin/Kevin_29.wav
1,1,Joanna/Joanna_21.wav
1,0,B/B_9.wav
1,0,Joanna/Joanna_22.wav
1,0,B/B_31.wav
0,0,B/B_17.wav
0,0,Joey/Joey_31.wav
1,1,Kevin/Kevin_27.wav
1,0,E/E_11.wav
1,0,H/H_22.wav
1,1,Kevin/Kevin_31.wav
0,0,E/E_24.wav
0,0,Kendra/Kendra_5.wav
1,0,H/H_24.wav
0,0,B/B_36.wav
0,0,H/H_13.wav
1,1,Joanna/Joanna_27.wav
1,0,Kevin/Kevin_7.wav
0,0,Joey/Joey_9.wav
0,0,E/E_31.wav
0,0,E/E_26.wav
0,0,H/H_14.wav
1,0,Joanna/Joanna_24.wav
0,0,B/B_16.wav
0,0,E/E_5.wav
0,0,Kendra/Kendra_28.wav
1,0,J/J_34.wav
1,0,Joanna/Joanna_32.wav
0,0,H/H_35.wav
0,0,Joey/Joey_26.wav
1,0,Kevin/Kevin_19.wav
0,0,Kendra/Kendra_32.wav
1,1,Kevin/Kevin_17.wav
0,0,Joey/Joey_3.wav
0,0,Kendra/Kendra_14.wav
0,0,Joey/Joey_8.wav
0,0,Kendra/Kendra_31.wav
1,1,Kevin/Kevin_13.wav
1,0,Joey/Joey_20.wav
1,0,B/B_15.wav
0,0,Kendra/Kendra_20.wav
1,0,J/J_30.wav
0,0,Joanna/Joanna_17.wav
0,1,J/J_20.wav
0,0,E/E_29.wav
1,0,J/J_8.wav
1,1,Kevin/Kevin_18.wav
0,0,B/B_18.wav
1,1,Joanna/Joanna_19.wav
0,0,E/E_2.wav
1,0,J/J_1.wav
0,0,H/H_3.wav
1,0,Kendra/Kendra_7.wav
1,1,Kevin/Kevin_25.wav
1,0,Joanna/Joanna_3.wav
1,0,B/B_8.wav
